ProbeID	PrimaryAccession	RefSeqAccession	GenbankAccession	UniGeneID	EntrezGeneID	GeneSymbol	GeneName	EnsemblID	TIGRID	GO	Description	GenomicCoordinates	Cytoband
CUST_149_PI426266274	222799455_EZ027843.1_860-1009												
CUST_105_PI426266271	222783832_EZ012492.1_66-560												
CUST_99_PI426227495	222803034_EZ031422.1_295-606												
CUST_197_PI426227498	222547239_EZ003152.1_2-220												
CUST_100_PI426266615	AF005356_1785_1819												
CUST_1202_PI426227498	222795756_EZ024144.1_120-752												
CUST_8_PI426227881	157154655_EU022125.1_97-621												
CUST_839_PI426227498	222785069_EZ013703.1_38-496												
CUST_521_PI426227498	222781650_EZ010321.1_75-386												
CUST_117_PI426232937	AY149131.1												
CUST_206_PI426266615	DQ309525_129_163												
CUST_242_PI426227498	222549938_EZ005851.1_14-232												
CUST_3_PI426232934	62767032_AY916504.1_1018-1623												
CUST_7_PI426247733	222801713_EZ030101.1_32-1135												
CUST_136_PI426266274	222795822_EZ024210.1_54-616												
CUST_15_PI426227495	222783502_EZ012165.1_20-454												
CUST_1297_PI426227498	222798715_EZ027103.1_184-423												
CUST_7_PI426246035	222792020_EZ020408.1_177-794												
CUST_118_PI426245467	222802765_EZ031153.1_183-1922												
CUST_438_PI426227486	222795880_EZ024268.1_39-537												
CUST_331_PI426232937	U43533.1												
CUST_60_PI426266271	222781891_EZ010562.1_17-586												
CUST_218_PI426227498	222548449_EZ004362.1_40-246												
CUST_153_PI426264540	222783868_EZ012528.1_17-463												
CUST_417_PI426227486	222793714_EZ022102.1_107-872												
CUST_1158_PI426227498	222791570_EZ019958.1_26-676												
CUST_1222_PI426227498	222796367_EZ024755.1_70-189												
CUST_2_PI426265162	222544499_EZ000689.1_53-478												
CUST_67_PI426227893	222782839_EZ011510.1_74-571												
CUST_29_PI426264530	222815137_EZ043524.1_39-401												
CUST_109_PI426227486	222780958_EZ009629.1_52-1314												
CUST_187_PI426246026	222783032_EZ011701.1_20-736												
CUST_24_PI426227881	222546278_EZ002468.1_2175-2327												
CUST_50_PI426266615	Ac_18_111_145												
CUST_51_PI426227495	222786780_EZ015252.1_144-791												
CUST_309_PI426232940	288950320_GQ501391.1_172-471												
CUST_844_PI426227498	222785069_EZ013703.1_383-496												
CUST_327_PI426232940	288956837_GQ502110.1_1-414												
CUST_41_PI426264540	222801966_EZ030354.1_168-644												
CUST_188_PI426264540	222788032_EZ016504.1_109-943												
CUST_9_PI426265162	222549092_EZ005005.1_23-250												
CUST_534_PI426227498	222782302_EZ010973.1_136-832												
CUST_94_PI426266349	222783542_EZ012205.1_103-459												
CUST_31_PI426247733	222785212_EZ013846.1_10-882												
CUST_2_PI426266314	222550494												
CUST_42_PI426245467	222545280_EZ001470.1_38-151												
CUST_230_PI426266615	DT608217_233_270												
CUST_602_PI426227498	222782902_EZ011573.1_154-426												
CUST_210_PI426266615	DQ309536_113_147												
CUST_1001_PI426227498	222786936_EZ015408.1_178-872												
CUST_201_PI426227893	222799841_EZ028229.1_395-514												
CUST_68_PI426266615	Ac_24_145_179												
CUST_11_PI426247723	EZ029226.1												
CUST_7_PI426244589	222546129_EZ002319.1_181-1224												
CUST_210_PI426246026	222785129_EZ013763.1_39-425												
CUST_216_PI426227893	222802488_EZ030876.1_301-447												
CUST_174_PI426246026	222782602_EZ011273.1_1449-1559												
CUST_6_PI426226978	222799793_EZ028181.1_10-156												
CUST_74_PI426226825	222779516_EZ008187.1_5-388												
CUST_129_PI426266424	222802484_EZ030872.1_32-589												
CUST_2_PI426266615	AB048846_13_47												
CUST_25_PI426266363	222783379_EZ012044.1_24-509												
CUST_26_PI426266615	Ac_10_137_171												
CUST_827_PI426227498	222785068_EZ013702.1_215-601												
CUST_190_PI426246026	222783032_EZ011701.1_657-1106												
CUST_315_PI426227486	222785331_EZ013965.1_43-938												
CUST_91_PI426266349	222783028_EZ011697.1_134-829												
CUST_26_PI426264527	222549959_EZ005872.1_41-220												
CUST_199_PI426264540	222800597_EZ028985.1_144-1218												
CUST_30_PI426266360	222793958_EZ022346.1_572-724												
CUST_67_PI426245467	222785709_EZ014207.1_94-555												
CUST_17_PI426264530	222783456_EZ012119.1_102-389												
CUST_462_PI426227486	222798364_EZ026752.1_6-1264												
CUST_87_PI426266274	222787197_EZ015669.1_141-353												
CUST_39_PI426227881	222800145_EZ028533.1_87-533												
CUST_12_PI426227887	222783095_EZ011764.1_34-798												
CUST_21_PI426266274	222546630_EZ002820.1_211-577												
CUST_484_PI426227486	222800876_EZ029264.1_39-1280												
CUST_219_PI426266615	DQ309544_111_145												
CUST_111_PI426226868	222544529_EZ000719.1_107-442												
CUST_1288_PI426227498	222798442_EZ026830.1_452-817												
CUST_52_PI426266311	222784780_EZ013416.1_651-1085												
CUST_111_PI426266349	222785263_EZ013897.1_21-344												
CUST_78_PI426226825	222783901_EZ012561.1_229-339												
CUST_226_PI426227486	222783407_EZ012072.1_73-767												
CUST_37_PI426247733	222791528_EZ019916.1_14-949												
CUST_37_PI426265162	222802262												
CUST_63_PI426266349	222548391_EZ004304.1_52-162												
CUST_813_PI426227498	222785020_EZ013654.1_12-1714												
CUST_282_PI426266615	MGID_19_133_167												
CUST_109_PI426264540	222802716_EZ031104.1_202-924												
CUST_38_PI426226978	222781510_EZ010181.1_31-630												
CUST_72_PI426266317	222782137_EZ010808.1_16-132												
CUST_67_PI426226868	222801388_EZ029776.1_114-779												
CUST_241_PI426232940	288950297_GQ501368.1_22-477												
CUST_27_PI426232940	31505706_AY289689.1_88-912												
CUST_11_PI426247733	222801713_EZ030101.1_1420-1581												
CUST_908_PI426227498	222785318_EZ013952.1_158-640												
CUST_421_PI426227486	222794835_EZ023223.1_38-562												
CUST_930_PI426227498	222785649_EZ014161.1_275-1151												
CUST_363_PI426266615	Np_145_179												
CUST_98_PI426266274	222787202_EZ015674.1_334-1375												
CUST_73_PI426266271	222783311_EZ011976.1_72-647												
CUST_34_PI426246032	222800795_EZ029183.1_466-840												
CUST_179_PI426266274	222801996_EZ030384.1_2427-2558												
CUST_104_PI426266615	AF007889_115_150												
CUST_3_PI426227495	158602804_EU069460.1_65-1018												
CUST_39_PI426226903	222784833_EZ013467.1_810-1064												
CUST_4_PI426266572	266634783_FJ807389.1_55-3079												
CUST_99_PI426246026	4416239_AF099654.1_4-282												
CUST_139_PI426232937	AY149144.1												
CUST_15_PI426227498	222544707_EZ000897.1_386-1009												
CUST_305_PI426232940	288950319_GQ501390.1_13-483												
CUST_524_PI426227498	222782096_EZ010767.1_63-248												
CUST_1423_PI426227498	222801589_EZ029977.1_285-485												
CUST_39_PI426267032	168989246_DQ483007.1_29-1035												
CUST_313_PI426266615	MGID_348_17_51												
CUST_58_PI426244603	32188165_AY181552.1_85-910												
CUST_926_PI426227498	222785590_EZ014102.1_524-859												
CUST_50_PI426226978	222794007_EZ022395.1_22-1703												
CUST_126_PI426266424	222794837_EZ023225.1_557-1156												
CUST_24_PI426227890	222546520_EZ002710.1_355-702												
CUST_78_PI426266349	222781845_EZ010516.1_21-1154												
CUST_399_PI426266615	Hsp47(500)+3												
CUST_42_PI426232937	AJ884898.1												
CUST_323_PI426227486	222785584_EZ014096.1_58-1215												
CUST_1420_PI426227498	222801589_EZ029977.1_227-343												
CUST_967_PI426227498	222785811_EZ014293.1_64-1033												
CUST_9_PI426232931	168989227_DQ482988.1_22-357												
CUST_195_PI426227893	222799590_EZ027978.1_180-731												
CUST_693_PI426227498	222783825_EZ012485.1_313-1392												
CUST_120_PI426246026	87045758_DQ351266.1_155-277												
CUST_5_PI426244603	78059173_DQ206391.1_1-663												
CUST_1369_PI426227498	222801063_EZ029451.1_1327-1476												
CUST_103_PI426226825	222784498_EZ013148.1_99-458												
CUST_132_PI426265159	222793564_EZ021952.1_89-595												
CUST_208_PI426266615	DQ309536_113_147												
CUST_42_PI426227884	222782932_EZ011603.1_98-1249												
CUST_1309_PI426227498	222798760_EZ027148.1_87-209												
CUST_1079_PI426227498	222789249_EZ017681.1_298-1108												
CUST_440_PI426227498	222781359_EZ010030.1_538-738												
CUST_132_PI426266424	222802984_EZ031372.1_52-447												
CUST_93_PI426227495	222802934_EZ031322.1_70-576												
CUST_329_PI426227498	222778926_EZ007597.1_1-1215												
CUST_8_PI426232934	62767032_AY916504.1_103-261												
CUST_509_PI426227498	222781507_EZ010178.1_817-927												
CUST_59_PI426232937	AJ884905.1												
CUST_120_PI426232937	AY149132.1												
CUST_285_PI426232937	FN646418.1												
CUST_9_PI426226978	222783347_EZ012012.1_299-493												
CUST_240_PI426246026	222802199_EZ030587.1_438-716												
CUST_84_PI426227884	222801530_EZ029918.1_930-1226												
CUST_799_PI426227498	222784673_EZ013313.1_772-951												
CUST_354_PI426266615	MGID_902_141_175												
CUST_245_PI426266615	Hg_125_159												
CUST_115_PI426266317	222785867_EZ014349.1_105-891												
CUST_265_PI426266615	MGID_10_129_163												
CUST_59_PI426226825	222781442_EZ010113.1_124-636												
CUST_107_PI426245467	222785709_EZ014207.1_94-913												
CUST_769_PI426227498	222784433_EZ013087.1_50-964												
CUST_27_PI426246029	222784062_EZ012720.1_171-1669												
CUST_79_PI426264540	222800597_EZ028985.1_144-764												
CUST_207_PI426266615	DQ309525_129_163												
CUST_202_PI426264540	222801966_EZ030354.1_34-644												
CUST_255_PI426232937	DQ482993.1												
CUST_54_PI426227884	222785253_EZ013887.1_8-1080												
CUST_27_PI426227893	222546678_EZ002868.1_1138-1296												
CUST_187_PI426227486	222782846_EZ011517.1_118-641												
CUST_246_PI426266615	Hg_125_159												
CUST_57_PI426265159	222783804_EZ012464.1_478-606												
CUST_281_PI426227498	222550275_EZ006188.1_58-231												
CUST_205_PI426264540	222802716_EZ031104.1_202-1450												
CUST_90_PI426266271	222783517_EZ012180.1_921-1055												
CUST_13_PI426266274	222546277_EZ002467.1_458-1222												
CUST_174_PI426265159	222796763_EZ025151.1_70-756												
CUST_147_PI426232940	220172154_FJ529535.1_302-931												
CUST_99_PI426227893	222783782_EZ012442.1_250-366												
CUST_34_PI426226978	222796288_EZ024676.1_201-920												
CUST_1357_PI426227498	222800587_EZ028975.1_741-1184												
CUST_32_PI426266278	222785037_EZ013671.1_204-893												
CUST_147_PI426246026	222546551_EZ002741.1_8-169												
CUST_8_PI426264527	222791626_EZ020014.1_45-599												
CUST_128_PI426265159	222793564_EZ021952.1_827-1564												
CUST_110_PI426264540	222802716_EZ031104.1_202-924												
CUST_85_PI426266349	222781944_EZ010615.1_142-510												
CUST_196_PI426226825	222783869_EZ012529.1_2-617												
CUST_353_PI426266615	MGID_902_141_175												
CUST_61_PI426226825	222781205_EZ009876.1_82-1026												
CUST_158_PI426266615	AY532062_423_457												
CUST_250_PI426266615	Hsp27_cont(B1)_17_51												
CUST_24_PI426227896	222781519_EZ010190.1_146-271												
CUST_1312_PI426227498	222799418_EZ027806.1_13-573												
CUST_70_PI426266424	222783828_EZ012488.1_63-1364												
CUST_16_PI426246029	222784062_EZ012720.1_171-440												
CUST_9_PI426232934	62767032_AY916504.1_103-261												
CUST_328_PI426227498	222778926_EZ007597.1_1-1215												
CUST_4_PI426264527	193081165_EU717908.1_38-232												
CUST_924_PI426227498	222785590_EZ014102.1_1-1137												
CUST_80_PI426266615	Ac_3_209_243												
CUST_45_PI426266271	222781334_EZ010005.1_41-442												
CUST_25_PI426226214	222795924_EZ024312.1_34-1561												
CUST_415_PI426227498	222781256_EZ009927.1_22-1405												
CUST_10_PI426264530	222549384_EZ005297.1_135-239												
CUST_1453_PI426227498	222802444_EZ030832.1_261-899												
CUST_98_PI426245467	222781026_EZ009697.1_19-972												
CUST_20_PI426247730	222801625_EZ030013.1_261-545												
CUST_69_PI426266271	222782518_EZ011189.1_261-488												
CUST_4_PI426247733	222781649_EZ010320.1_48-401												
CUST_1244_PI426227498	222796735_EZ025123.1_36-561												
CUST_23_PI426244603	187564263_EU498722.1_1-693												
CUST_385_PI426266615	U27840_117_151												
CUST_146_PI426232937	AY149147.1												
CUST_306_PI426227486	222785230_EZ013864.1_133-387												
CUST_6_PI426266360	222546136_EZ002326.1_12-128												
CUST_210_PI426227893	222801655_EZ030043.1_86-403												
CUST_497_PI426227498	222781484_EZ010155.1_865-1521												
CUST_272_PI426266615	MGID_114_199_233												
CUST_823_PI426227498	222785020_EZ013654.1_568-693												
CUST_101_PI426227486	222779818_EZ008489.1_24-856												
CUST_8_PI426267032	133856045_EF133955.1_75-686												
CUST_366_PI426266615	PU_cope(17B)_133_167												
CUST_126_PI426227486	222781749_EZ010420.1_19-1094												
CUST_51_PI426226978	222794007_EZ022395.1_22-1703												
CUST_43_PI426244603	15081471_AF401282.1_84-767												
CUST_11_PI426246029	222781866_EZ010537.1_121-495												
CUST_325_PI426266615	MGID_549_225_259												
CUST_70_PI426227495	222794661_EZ023049.1_66-449												
CUST_6_PI426227896	222545260_EZ001450.1_453-656												
CUST_20_PI426244603	187564250_EU498721.1_1-690												
CUST_2_PI426227881	7638018_AF229054.1_66-1001												
CUST_79_PI426245467	222790942_EZ019330.1_64-1155												
CUST_35_PI426227884	222782193_EZ010864.1_55-1470												
CUST_185_PI426227498	222547090_EZ003003.1_19-228												
CUST_36_PI426227884	222782193_EZ010864.1_55-1470												
CUST_267_PI426232940	288950306_GQ501377.1_22-459												
CUST_485_PI426227486	222800876_EZ029264.1_39-1280												
CUST_21_PI426247733	222791528_EZ019916.1_836-949												
CUST_302_PI426232937	FN646422.1												
CUST_111_PI426266615	AF152004_4437_4471												
CUST_188_PI426226825	222782249_EZ010920.1_66-943												
CUST_12_PI426247723	EZ029226.1												
CUST_126_PI426266271	222784918_EZ013552.1_857-976												
CUST_728_PI426227498	222783902_EZ012562.1_667-822												
CUST_63_PI426266360	222800253_EZ028641.1_101-1481												
CUST_13_PI426227498	222544707_EZ000897.1_386-1009												
CUST_10_PI426244593	222794651_EZ023039.1_82-663												
CUST_166_PI426266274	222801996_EZ030384.1_1107-1631												
CUST_12_PI426232940	35210445_AB106685.1_11-727												
CUST_46_PI426244589	222544872_EZ001062.1_1837-2877												
CUST_294_PI426232937	FN646419.1												
CUST_32_PI426264527	222800437_EZ028825.1_499-648												
CUST_123_PI426226915	222784725_EZ013363.1_76-606												
CUST_77_PI426227495	222795387_EZ023775.1_146-1348												
CUST_19_PI426265162	222782558_EZ011229.1_21-533												
CUST_2_PI426247723	EZ030342.1												
CUST_1395_PI426227498	222801268_EZ029656.1_145-1074												
CUST_51_PI426266278	222790560_EZ018948.1_1110-1322												
CUST_352_PI426266615	MGID_902_141_175												
CUST_163_PI426266615	AY841903_1259_1294												
CUST_701_PI426227498	222783825_EZ012485.1_36-467												
CUST_179_PI426264540	222784599_EZ013245.1_384-1111												
CUST_829_PI426227498	222785068_EZ013702.1_215-601												
CUST_116_PI426266317	222785867_EZ014349.1_105-891												
CUST_160_PI426266274	222801296_EZ029684.1_74-1424												
CUST_2_PI426232931	168989226_DQ482987.1_38-217												
CUST_14_PI426264527	222549618_EZ005531.1_54-239												
CUST_181_PI426266274	222801996_EZ030384.1_31-1032												
CUST_81_PI426227893	222783284_EZ011951.1_100-888												
CUST_72_PI426226868	222801388_EZ029776.1_1059-1322												
CUST_32_PI426232931	303306195_HM147134.1_58-1680												
CUST_1017_PI426227498	222787221_EZ015693.1_27-1498												
CUST_494_PI426227486	222802228_EZ030616.1_44-575												
CUST_19_PI426247730	222801625_EZ030013.1_261-545												
CUST_87_PI426266615	Ac_4_145_179												
